Source Country,Vehicle ID,Brand *,Model *,Variant,Year From *,Year To,Body Type *,Segment,Drivetrain *,Seats,Battery kWh *,Battery Type,Mass kg *,Drag Cd *,Frontal A m2 *,Roll Cr,Drivetrain eff,Regen eff,Motor kW,Torque Nm,Top Speed kmh,0-100 sec,Cargo L,Towing kg,Length mm,Width mm,Height mm,Certified Range km *,Range Standard *,Real Range km *,Consumption Wh/km *,k_ref (derived),DC Plug *,AC Plug *,Peak DC kW *,Peak AC kW *,0-80pct min,V2L,V2G,SoC Min pct,SoC Max pct,Market Code *,Variant Note,Price local,Currency,Avail From,Heat Pump,Data Quality *,Data Source *,Source URL,Last Verified,Verified By,Notes,Battery Warranty Years,Battery Warranty Capacity Pct,tesla_supercharger_compat,Battery kWh usable,brand_norm,Drag Cd source,Mass kg source,Frontal A source,Roll Cr source,Drivetrain eff source,Regen eff source,Match method
United States,US-2024-0193,Rivian,R1S Dual Standard (22in),,2024,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,397.0,,,,,,5100.0,2015.0,1812.0,410.0,EPA,,298.5,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47896 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 255. Charge240: 11.5 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0194,Rivian,R1S Dual Standard Plus (21in),,2024,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,397.0,,,,,,5100.0,2015.0,1812.0,507.0,EPA,,272.2,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47897 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 315. Charge240: 12.5 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0195,Rivian,R1S Dual Standard Plus (22in),,2024,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,397.0,,,,,,5100.0,2015.0,1812.0,483.0,EPA,,290.5,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47898 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 300. Charge240: 12.5 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0196,Rivian,R1S Performance Dual Large (21in),,2024,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,496.0,,,,,,5100.0,2015.0,1812.0,566.0,EPA,,268.6,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47899 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 352. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0197,Rivian,R1S Performance Dual Large (22in),,2024,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,496.0,,,,,,5100.0,2015.0,1812.0,549.0,EPA,,278.0,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47900 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 341. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0198,Rivian,R1S Performance Dual Max (21in),,2024,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,496.0,,,,,,5100.0,2015.0,1812.0,644.0,EPA,,254.0,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47901 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 400. Charge240: 14.5 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0199,Rivian,R1S Performance Dual Max (22in),,2024,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,496.0,,,,,,5100.0,2015.0,1812.0,612.0,EPA,,269.1,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47902 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 380. Charge240: 14.5 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0200,Rivian,R1S Performance Dual Standard (22in),,2024,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,496.0,,,,,,5100.0,2015.0,1812.0,483.0,EPA,,290.5,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47903 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 300. Charge240: 12.5 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0201,Rivian,R1S Performance Dual Standard Plus (21in),,2024,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,496.0,,,,,,5100.0,2015.0,1812.0,507.0,EPA,,272.2,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47904 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 315. Charge240: 12.5 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0202,Rivian,R1S Quad Large (20in),,2024,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,764.0,,,,,,5100.0,2015.0,1812.0,465.0,EPA,,325.5,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47905 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 289. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0203,Rivian,R1S Quad Large (21in),,2024,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,764.0,,,,,,5100.0,2015.0,1812.0,517.0,EPA,,294.5,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47906 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 321. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0204,Rivian,R1S Quad Large (22in),,2024,,SUV,D - Large SUV,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for some 2024+ Gen 2,3175.0,0.347,3.3,0.012,0.95,0.65,764.0,,,,,,5100.0,2015.0,1812.0,488.0,EPA,,306.7,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47907 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 303. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1S Large pack 135 kWh nameplate, Gen 2 109 usable; DC peak 215-220 kW post 2025.18; 11.5 kW AC; 7-seat SUV | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0205,Rivian,R1T AT Performance Dual Standard Plus (20in),,2024,,Pickup,Pickup,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for Gen 2,3175.0,0.3,3.5,0.012,0.95,0.65,496.0,,,,,,5514.0,2015.0,1980.0,446.0,EPA,,320.9,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47867 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 277. Charge240: 12.5 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1T Large pack 135 kWh nameplate; DC peak 215-220 kW; 11.5 kW AC; pickup | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0206,Rivian,R1T All-Terrain Dual Large (20in),,2024,,Pickup,Pickup,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for Gen 2,3175.0,0.3,3.5,0.012,0.95,0.65,496.0,,,,,,5514.0,2015.0,1980.0,494.0,EPA,,306.0,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47861 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 307. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1T Large pack 135 kWh nameplate; DC peak 215-220 kW; 11.5 kW AC; pickup | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0207,Rivian,R1T All-Terrain Dual Max (20in),,2024,,Pickup,Pickup,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for Gen 2,3402.0,0.3,3.5,0.012,0.95,0.65,634.0,,,,,,5514.0,2015.0,1980.0,571.0,EPA,,286.6,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47862 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 355. Charge240: 14.5 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1T Large pack 135 kWh nameplate; DC peak 215-220 kW; 11.5 kW AC; pickup | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0208,Rivian,R1T All-Terrain Dual Standard Plus (20in),,2024,,Pickup,Pickup,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for Gen 2,3402.0,0.3,3.5,0.012,0.95,0.65,496.0,,,,,,5514.0,2015.0,1980.0,446.0,EPA,,320.9,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47863 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 277. Charge240: 12.5 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1T Large pack 135 kWh nameplate; DC peak 215-220 kW; 11.5 kW AC; pickup | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0209,Rivian,R1T All-Terrain Performance Dual Large (20in),,2024,,Pickup,Pickup,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for Gen 2,3175.0,0.3,3.5,0.012,0.95,0.65,496.0,,,,,,5514.0,2015.0,1980.0,494.0,EPA,,306.0,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47864 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 307. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1T Large pack 135 kWh nameplate; DC peak 215-220 kW; 11.5 kW AC; pickup | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0210,Rivian,R1T All-Terrain Performance Dual Max (20in),,2024,,Pickup,Pickup,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for Gen 2,3175.0,0.3,3.5,0.012,0.95,0.65,496.0,,,,,,5514.0,2015.0,1980.0,571.0,EPA,,286.6,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47865 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 355. Charge240: 14.5 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1T Large pack 135 kWh nameplate; DC peak 215-220 kW; 11.5 kW AC; pickup | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0211,Rivian,R1T All-Terrain Quad Large (20in),,2024,,Pickup,Pickup,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for Gen 2,3175.0,0.3,3.5,0.012,0.95,0.65,496.0,,,,,,5514.0,2015.0,1980.0,441.0,EPA,,333.7,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47866 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 274. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1T Large pack 135 kWh nameplate; DC peak 215-220 kW; 11.5 kW AC; pickup | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0212,Rivian,R1T Dual Large (21in),,2024,,Pickup,Pickup,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for Gen 2,3175.0,0.3,3.5,0.012,0.95,0.65,496.0,,,,,,5514.0,2015.0,1980.0,566.0,EPA,,268.6,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47868 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 352. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1T Large pack 135 kWh nameplate; DC peak 215-220 kW; 11.5 kW AC; pickup | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
United States,US-2024-0213,Rivian,R1T Dual Large (22in),,2024,,Pickup,Pickup,AWD,,135.0,NMC 21700 (Samsung SDI); LG variant for Gen 2,3175.0,0.3,3.5,0.012,0.95,0.65,496.0,,,,,,5514.0,2015.0,1980.0,549.0,EPA,,276.4,,,,220.0,11.5,,,,10.0,80.0,US,,,,,,Partial-EPA,fueleconomy.gov,https://www.fueleconomy.gov/feg/Find.do?action=sbs&id=47869 | https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-06,Claude/fueleconomy.gov import,"EPA tested. Original miles: 341. Charge240: 13.0 h. | Battery warranty: 8yr/70% (src: https://rivian.com/legal/warranty) | OEM harvest v6: Rivian R1T Large pack 135 kWh nameplate; DC peak 215-220 kW; 11.5 kW AC; pickup | EVKX harvest v7: drag/mass/dimensions from EVKX.net (Independent EU EV encyclopedia, transparent methodology, OEM-cited) | Battery Type v10: triangulated supplier+chemistry mapping (OEM sustainability reports + Reuters/Bloomberg supplier deals + batterydesign.net + Wikipedia per-model)",8,70,False,94.5,Rivian,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,ORIGINAL-KEPT,REF
